district,nitrogen,phosphorus,potassium,temperature,ph,rainfall,label,yield,area,season,humidity,irrigation_type,soil_type,year_actual
15,88.23,67.86,66.85,18.47,6.33,538.26,ONION,0.04419,2405.6,2,48.22,1,0,2013
3,136.5,67.14,62.31,27.74,6.92,1650.08,TURMERIC,0.110151,421.61,2,72.84,0,2,2023
13,139.34,51.83,57.69,34.63,7.13,1099.06,COTTON,0.040158,43701.57,2,63.55,2,0,2014
7,157.77,71.05,69.61,28.35,6.41,1899.73,BANANA,1.266562,34967.68,2,65.45,4,3,2017
12,22.96,76.34,48.86,24.34,6.76,562.15,SOYABEAN,0.014227,24786.54,4,57.38,0,3,2020
23,105.53,55.31,57.16,23.44,5.92,1800.14,RICE,0.073198,29909.34,4,86.67,1,3,2018
32,20.44,61.98,46.18,34.41,6.1,1110.11,GROUNDNUT,0.017496,42933.5,2,64.57,0,4,2021
15,23.48,64.91,57.14,21.34,6.89,749.7,SOYABEAN,0.01,30788.99,4,66.86,0,4,2018
31,119.07,59.48,42.66,21.18,6.1,326.28,WHEAT,0.01834,41245.34,4,55.4,0,0,2010
4,89.24,73.95,85.06,31.35,6.07,599.17,GRAPES,0.020708,44912.19,4,58.76,2,4,2012
11,84.97,54.82,45.84,36.6,6.5,445.8,BAJRA,0.01,40046.75,3,32.36,0,1,2021
28,83.46,51.17,44.06,22.2,6.2,377.55,JOWAR,0.01,10935.49,3,54.16,0,0,2022
28,109.52,53.78,66.95,23.38,6.76,372.48,ONION,0.186074,39819.41,3,71.8,1,0,2022
13,29.04,50.2,56.84,26.11,6.92,408.74,BLACKGRAM,0.051307,23278.89,2,52.12,0,1,2013
31,33.93,45.53,53.24,26.07,7.37,628.9,BLACKGRAM,0.01,15957.08,4,78.17,0,2,2014
22,131.27,64.7,54.96,34.65,7.86,1117.63,COTTON,0.01,39423.14,2,53.73,1,0,2010
4,28.24,69.45,57.92,31.81,6.06,745.08,GROUNDNUT,0.01,5149.91,3,53.48,1,4,2020
8,133.1,65.24,46.89,27.98,7.36,515.52,MAIZE,0.034515,48655.95,4,45.12,2,1,2022
5,100.88,60.42,70.58,20.13,6.39,540.9,GRAPES,0.021116,11121.54,2,57.64,2,4,2017
30,106.77,56.83,49.83,30.42,5.71,1668.37,RICE,0.122976,45357.52,3,91.69,2,2,2016
9,133.17,58.95,62.11,22.29,6.24,676.98,COTTON,0.018887,4760.31,4,62.75,2,0,2020
12,130.93,67.25,62.47,28.82,6.97,608.18,MAIZE,0.022682,14103.93,3,56.62,2,0,2018
24,31.52,60.45,58.59,30.56,6.53,943.37,GROUNDNUT,0.035345,30721.2,4,71.77,0,3,2019
12,85.41,52.16,74.61,18.54,6.64,965.13,ONION,0.25661,49430.6,4,71.22,3,1,2022
9,19.16,49.72,38.76,27.54,6.71,796.91,MOTHBEANS,0.01,39827.11,4,31.44,0,0,2023
2,17.33,37.94,37.77,25.76,7.16,662.85,MOTHBEANS,0.021725,43328.08,4,44.22,0,0,2012
9,96.61,45.18,51.61,35.73,6.05,334.35,BAJRA,0.012126,43067.29,2,40.89,0,0,2023
35,23.53,55.46,45.93,30.76,6.68,412.81,GROUNDNUT,0.020528,37148.17,2,55.11,0,4,2011
35,94.51,71.97,76.35,28.48,7.38,496.0,GRAPES,0.019054,29890.53,3,39.16,2,4,2021
7,39.25,50.87,44.99,27.3,7.15,446.95,LENTIL,0.056711,6975.16,3,55.89,1,4,2011
25,122.57,78.33,60.55,29.28,6.44,1695.35,TURMERIC,0.093979,12319.72,2,78.4,2,2,2014
19,30.32,45.91,33.33,20.39,6.96,502.36,GRAM,0.042522,897.15,3,56.52,0,3,2020
9,37.37,44.15,47.22,34.77,7.18,811.79,BLACKGRAM,0.01,10094.14,2,62.94,0,3,2014
12,22.51,62.29,47.51,28.3,6.09,967.3,SOYABEAN,0.045916,43056.02,2,58.82,0,4,2017
22,127.1,53.51,58.15,27.58,6.51,582.96,COTTON,0.106393,17336.74,4,73.76,2,0,2013
19,132.38,64.07,71.06,34.22,6.06,1680.89,SUGARCANE,0.190556,42662.68,1,62.53,3,1,2010
31,109.17,64.13,46.3,15.69,6.2,526.45,WHEAT,0.031676,46930.67,3,58.43,1,0,2015
35,29.73,74.86,41.14,30.36,6.66,734.0,SOYABEAN,0.033067,28142.45,1,56.94,0,3,2019
31,24.78,54.39,49.15,16.75,6.97,314.65,GRAM,0.01,13773.21,2,62.36,1,4,2021
14,24.97,63.31,57.79,31.72,6.51,657.02,GROUNDNUT,0.022856,5680.31,3,71.51,0,4,2012
9,27.14,55.14,56.02,26.12,6.79,650.75,GROUNDNUT,0.024347,22820.55,3,57.87,0,3,2023
23,21.84,64.85,47.88,22.11,6.15,625.07,SOYABEAN,0.01,36191.61,2,55.91,0,3,2013
35,13.98,32.14,32.87,33.12,7.62,770.29,MOTHBEANS,0.071519,48010.68,2,30.78,0,0,2013
24,121.01,70.48,68.01,28.93,5.77,1610.58,TURMERIC,0.01,47636.47,4,76.13,0,3,2018
22,121.01,50.79,50.25,32.73,7.2,832.2,COTTON,0.01,46014.55,1,42.04,2,0,2013
7,132.05,78.13,79.5,24.24,7.38,1275.17,BANANA,0.233773,30751.67,3,80.37,4,0,2019
21,97.55,41.29,52.73,29.02,7.53,377.53,JOWAR,0.031088,49613.73,4,32.82,0,0,2021
33,140.97,74.0,70.04,28.35,6.1,1993.87,BANANA,0.76244,45374.74,2,77.45,3,0,2019
10,119.05,61.22,85.16,15.65,5.89,491.59,POTATO,0.07202,43898.72,2,57.32,1,0,2012
6,97.05,40.06,44.69,33.5,6.48,544.73,JOWAR,0.01,32743.97,2,50.65,0,0,2017
27,21.97,59.95,44.75,16.02,7.69,538.35,LENTIL,0.01364,5746.89,2,67.9,3,2,2019
22,80.28,52.0,73.67,18.4,7.09,911.16,ONION,0.045153,3123.14,1,73.73,0,1,2011
14,92.4,69.27,88.87,17.22,6.5,638.18,GRAPES,0.01,42691.45,1,54.94,2,4,2023
27,86.25,42.67,52.89,34.49,6.85,554.63,BAJRA,0.015422,19987.33,4,34.94,0,0,2021
2,14.83,47.69,37.38,33.46,6.63,357.74,MOTHBEANS,0.028242,1296.86,2,52.74,0,0,2021
34,97.57,44.52,49.56,23.55,6.65,698.72,JOWAR,0.012699,11385.55,1,44.28,0,0,2020
32,141.49,69.81,68.77,24.01,7.39,1996.41,BANANA,0.196419,20547.16,4,72.2,4,1,2010
27,92.16,48.33,43.8,34.91,7.36,302.79,JOWAR,0.016397,41817.48,3,56.48,0,0,2015
29,27.12,48.28,41.04,18.66,6.33,325.93,GRAM,0.023064,13818.63,4,39.7,1,3,2016
8,135.84,60.06,72.72,22.77,6.89,1168.09,SUGARCANE,0.302669,26204.4,1,77.11,3,1,2017
25,20.54,52.43,34.93,24.52,7.92,392.57,GRAM,0.01,8536.04,2,61.04,0,3,2016
30,23.78,59.18,48.88,26.5,6.16,353.83,GRAM,0.01,20158.47,4,37.97,2,4,2018
31,144.34,66.41,70.18,30.51,6.36,1991.59,SUGARCANE,1.262179,27019.09,1,65.76,2,1,2018
14,98.95,43.64,44.16,25.07,6.22,308.81,JOWAR,0.01,9960.57,3,39.97,1,0,2022
6,159.72,70.39,80.66,23.05,6.3,1931.87,SUGARCANE,0.391819,48572.85,1,78.37,4,4,2010
11,118.72,61.01,60.45,20.01,7.41,452.69,MAIZE,0.019227,33231.27,4,55.33,0,0,2010
34,127.96,60.13,98.02,23.5,6.02,942.02,POTATO,0.15974,10270.36,1,56.32,1,1,2017
2,97.84,51.43,49.13,29.15,6.62,300.01,JOWAR,0.025677,39915.35,3,64.13,0,0,2015
2,95.74,65.07,74.08,16.8,7.12,556.72,GRAPES,0.022999,42205.33,3,73.3,4,4,2022
5,97.79,47.37,44.55,30.31,6.8,412.99,JOWAR,0.027049,42209.03,4,46.0,1,0,2016
14,27.33,55.65,61.97,27.23,6.52,1084.46,GROUNDNUT,0.027224,17068.77,1,51.09,1,4,2023
34,91.93,43.45,41.81,29.15,6.06,537.82,BAJRA,0.01,34844.81,3,54.87,0,1,2021
10,133.93,51.44,45.58,28.2,6.69,1663.53,RICE,0.108839,15893.24,3,73.0,3,1,2014
31,125.28,74.8,86.19,20.44,5.89,495.45,POTATO,0.193977,18492.08,4,70.62,1,1,2023
7,22.14,57.88,47.43,31.14,6.21,531.63,BLACKGRAM,0.019358,42860.17,1,51.41,0,3,2011
26,128.77,66.69,57.01,29.82,7.2,951.74,MAIZE,0.039899,20145.58,4,64.05,1,0,2018
12,158.19,79.4,86.84,31.25,6.34,1664.38,SUGARCANE,0.842264,8643.75,1,72.9,3,1,2022
27,143.57,71.42,62.0,27.42,6.57,1712.32,TURMERIC,0.142508,24812.66,3,79.22,1,1,2014
32,80.64,66.87,67.66,22.72,6.6,929.71,ONION,0.304057,29488.48,2,68.87,1,1,2016
4,146.17,81.73,64.59,25.21,6.92,1894.21,BANANA,0.728506,5544.24,3,66.76,4,2,2021
22,35.34,74.5,46.53,23.84,6.09,650.38,SOYABEAN,0.015378,32800.02,2,72.33,0,2,2023
35,134.92,66.69,46.11,24.64,6.22,581.46,MAIZE,0.058064,26643.46,1,52.58,1,1,2011
14,115.73,68.66,71.59,29.35,6.59,837.36,GRAPES,0.043378,13744.14,3,50.42,4,2,2019
26,38.6,64.78,45.83,24.42,6.82,519.64,GROUNDNUT,0.010674,39059.36,4,51.13,0,3,2015
3,25.24,49.1,34.15,25.04,7.93,718.52,LENTIL,0.054223,49565.1,1,67.18,2,4,2019
2,25.32,39.54,37.26,38.46,7.59,314.81,MOTHBEANS,0.01,21447.59,2,51.08,1,0,2023
21,81.18,70.48,75.59,23.88,7.24,300.55,GRAPES,0.01,31490.03,4,67.17,2,2,2018
19,20.54,49.45,43.02,20.37,6.41,401.24,GRAM,0.023076,5110.62,2,50.88,2,2,2020
20,135.28,60.67,64.82,28.78,7.17,555.03,COTTON,0.134117,45484.72,3,55.89,1,0,2015
25,82.14,52.25,49.83,33.66,6.61,488.81,BAJRA,0.04359,17216.47,4,34.04,1,0,2018
7,23.89,63.61,40.74,20.01,6.83,847.42,SOYABEAN,0.010244,44340.15,3,72.11,1,2,2014
5,101.48,72.36,95.92,17.4,5.85,513.41,POTATO,0.089227,2751.9,2,50.96,1,2,2010
16,101.17,65.48,56.93,26.53,6.16,1107.47,RICE,0.065506,19947.3,3,76.41,2,3,2019
19,109.95,64.19,46.81,29.43,5.95,924.74,RICE,0.055353,35643.45,1,78.56,2,0,2014
22,25.71,48.43,34.44,15.81,6.05,660.49,GRAM,0.024669,44023.16,2,49.46,1,4,2016
8,159.04,67.52,75.44,28.99,6.02,1255.9,SUGARCANE,0.519659,39442.51,1,78.11,4,3,2015
35,154.11,61.26,87.16,24.68,6.73,1984.9,SUGARCANE,1.133702,29565.08,2,60.34,3,0,2022
23,107.81,45.98,44.79,26.96,7.2,759.1,JOWAR,0.05092,33719.65,4,56.78,0,0,2012
10,115.52,68.42,53.39,20.41,5.88,728.12,MAIZE,0.025502,3493.63,4,66.34,2,1,2016
19,159.79,77.95,61.94,24.2,6.31,1404.03,BANANA,0.302087,19825.68,4,77.62,4,2,2013
31,98.11,54.6,71.21,29.85,6.94,492.18,ONION,0.039377,30444.24,3,42.4,3,0,2014
3,102.51,71.61,82.83,23.13,6.57,431.61,GRAPES,0.041647,29788.32,1,59.04,4,4,2013
27,146.83,77.44,74.78,20.63,6.15,1861.54,TURMERIC,0.168905,11648.07,4,78.63,2,1,2012
4,80.68,42.43,45.24,31.74,6.57,721.02,JOWAR,0.049318,10112.16,4,55.32,0,0,2016
13,119.05,68.91,45.4,31.74,5.66,1983.32,RICE,0.092824,28709.5,1,87.65,3,2,2018
35,88.79,72.17,85.39,17.55,6.13,661.23,GRAPES,0.012998,36391.61,3,47.12,4,3,2013
10,136.09,74.58,60.13,24.06,6.58,1957.68,TURMERIC,0.332782,36140.84,2,76.05,3,1,2017
33,24.0,57.05,33.71,17.2,6.95,366.66,GRAM,0.01,42169.62,3,44.33,0,2,2012
21,88.38,43.9,50.96,32.28,6.08,585.36,BAJRA,0.032292,7333.76,2,58.1,0,0,2010
32,21.97,42.34,43.66,31.4,6.97,813.06,BLACKGRAM,0.149673,4774.13,1,76.09,0,4,2021
32,134.12,64.98,57.76,23.7,7.96,525.7,COTTON,0.059819,48395.83,1,47.22,0,0,2015
13,89.85,52.91,56.15,27.25,6.89,938.1,ONION,0.204958,9060.57,1,56.24,0,0,2014
31,100.35,65.14,57.03,25.98,5.74,869.08,RICE,0.032725,44507.85,2,74.43,2,0,2015
19,37.77,45.17,47.68,34.33,6.18,455.53,BLACKGRAM,0.055806,19311.84,4,72.13,0,4,2015
29,115.61,68.36,68.08,22.98,7.11,773.03,COTTON,0.061554,34370.22,2,72.32,2,0,2011
28,26.48,60.02,58.61,24.47,6.24,1030.34,GROUNDNUT,0.023568,1178.02,4,51.84,0,3,2010
27,95.16,70.51,89.09,30.97,7.08,304.62,GRAPES,0.01,8053.45,4,59.28,2,4,2017
31,111.55,71.83,89.8,23.68,5.87,774.03,POTATO,0.116876,6382.69,4,56.68,1,0,2020
2,117.52,70.18,89.88,22.09,6.23,551.72,POTATO,0.156849,42897.63,3,52.24,4,0,2016
21,126.9,77.36,79.3,25.98,5.95,1341.89,TURMERIC,0.242901,19801.78,4,87.98,1,0,2021
2,140.89,63.53,64.26,27.11,6.27,1729.78,TURMERIC,0.260888,28473.07,4,82.83,1,2,2012
20,89.02,52.1,69.18,20.35,6.58,924.87,ONION,0.206082,41903.15,3,62.44,1,2,2018
6,88.57,53.06,53.34,34.54,6.42,751.26,JOWAR,0.01,15750.69,3,59.26,0,0,2015
10,27.17,31.94,21.42,35.48,7.61,364.82,MOTHBEANS,0.043357,22547.12,3,41.78,0,0,2011
11,132.43,55.31,51.75,24.78,6.07,1018.53,MAIZE,0.052503,6537.62,4,57.19,0,0,2017
17,143.76,75.72,66.49,22.69,6.72,1413.66,TURMERIC,0.222249,1550.32,3,71.7,2,2,2018
29,108.15,54.82,51.45,24.03,7.34,705.17,JOWAR,0.01,37854.82,3,43.61,0,0,2016
12,143.34,69.81,70.93,25.34,6.2,1006.62,BANANA,0.109633,35242.17,2,85.97,3,0,2023
21,35.24,75.43,53.32,31.23,6.07,568.95,SOYABEAN,0.01,42015.18,4,45.81,0,1,2019
26,119.88,60.29,68.93,29.07,6.58,830.52,COTTON,0.129038,21159.82,1,42.0,1,0,2023
16,24.55,34.82,36.84,33.56,7.49,591.72,MOTHBEANS,0.030301,25071.04,2,41.03,1,1,2019
3,110.67,61.43,99.35,15.08,6.08,945.29,POTATO,0.01,25864.57,4,79.34,2,1,2013
16,111.76,70.13,70.41,30.75,7.06,860.63,GRAPES,0.04462,17897.12,2,43.53,2,2,2014
29,98.8,61.0,66.69,18.6,7.0,482.14,ONION,0.136371,12798.55,2,69.44,2,0,2022
9,149.46,67.78,76.0,26.55,7.45,1102.6,BANANA,0.535516,35973.12,2,87.77,4,0,2018
35,83.5,46.23,42.8,30.8,6.43,738.02,JOWAR,0.0212,12752.13,1,53.02,0,0,2020
24,80.53,50.02,68.63,28.2,6.91,404.59,ONION,0.029862,10678.4,2,48.39,2,1,2013
5,82.22,46.64,43.8,29.07,6.49,201.8,BAJRA,0.029468,31492.97,2,45.8,0,0,2011
34,149.24,68.85,86.09,24.92,7.14,1342.02,SUGARCANE,0.857388,7050.37,2,86.93,1,1,2011
14,94.35,49.57,50.3,22.13,6.12,755.79,JOWAR,0.01,22947.09,4,57.39,0,0,2014
20,150.95,63.28,85.29,25.11,7.03,1109.25,SUGARCANE,0.74452,47761.97,3,75.85,4,2,2014
11,13.39,43.37,23.56,28.5,7.19,502.09,MOTHBEANS,0.012884,11789.96,1,50.93,1,1,2020
21,35.88,64.53,56.16,30.67,6.27,690.07,SOYABEAN,0.01,5969.22,1,71.69,0,3,2021
15,138.84,77.51,69.76,24.58,5.68,1231.89,TURMERIC,0.01,13949.64,4,80.65,1,2,2021
23,122.32,61.02,54.94,22.37,6.56,1056.1,MAIZE,0.115458,34251.8,1,62.5,2,1,2017
10,141.47,78.02,60.84,20.76,6.66,1673.11,TURMERIC,0.013056,13320.39,2,65.16,2,3,2013
14,94.01,56.66,89.51,18.69,7.2,649.12,GRAPES,0.011446,37398.47,4,48.9,1,4,2021
10,133.82,76.28,73.73,31.24,7.11,1594.83,BANANA,0.435356,7550.99,2,68.39,4,0,2017
18,148.49,74.01,72.45,29.82,6.54,1639.26,TURMERIC,0.062447,4514.58,1,88.77,1,3,2015
15,147.58,82.83,74.91,29.28,6.17,1362.14,BANANA,0.969009,11039.57,4,64.27,3,0,2021
16,31.09,43.69,41.78,19.0,6.74,350.45,GRAM,0.027139,41616.9,1,57.64,0,3,2022
21,28.58,43.73,43.71,22.68,7.23,300.03,GRAM,0.018052,39665.56,4,48.96,1,4,2014
3,136.07,73.92,87.88,28.96,6.53,1309.45,SUGARCANE,1.197438,44018.69,3,89.92,2,3,2013
13,25.18,43.48,49.53,17.92,6.44,349.42,GRAM,0.01895,25515.56,2,60.69,0,3,2013
12,105.4,60.35,82.55,17.25,7.43,324.04,GRAPES,0.01,28816.43,1,51.16,3,3,2010
8,25.54,60.95,43.83,31.29,6.4,591.91,SOYABEAN,0.013981,5520.52,4,67.48,0,2,2012
12,39.73,58.65,50.71,25.31,6.51,802.26,BLACKGRAM,0.01,35580.43,2,73.18,1,2,2011
6,110.81,62.01,83.04,17.39,5.81,940.26,POTATO,0.053474,12763.91,4,50.46,1,2,2012
21,135.66,68.98,74.28,24.34,7.05,1843.7,SUGARCANE,0.705555,49483.33,4,71.91,2,1,2023
13,128.59,63.76,62.65,24.6,6.25,1025.72,MAIZE,0.06705,40511.51,2,64.74,1,1,2022
10,97.44,40.44,52.39,34.79,7.32,447.44,BAJRA,0.022815,16822.43,4,34.76,1,0,2013
9,97.83,63.69,63.12,25.89,6.08,639.03,ONION,0.157172,22984.32,1,64.02,0,0,2018
16,89.86,48.69,42.84,36.04,6.56,416.24,BAJRA,0.01,33741.93,3,44.4,0,0,2019
4,88.29,42.92,42.76,37.32,6.05,218.76,BAJRA,0.01,12495.44,3,33.86,0,0,2019
2,97.36,47.5,40.92,29.24,7.39,246.2,BAJRA,0.012009,31208.25,3,36.61,0,0,2022
11,117.69,68.81,74.14,30.1,6.97,344.92,GRAPES,0.035369,20219.14,4,53.37,4,4,2019
27,104.65,69.14,48.89,13.0,7.14,650.18,WHEAT,0.037515,45971.86,4,35.21,0,0,2021
25,108.23,69.4,50.1,21.61,7.37,525.36,COTTON,0.026609,35383.09,1,50.13,0,0,2022
27,21.3,50.34,39.55,26.84,7.99,473.02,GRAM,0.026054,13406.81,4,62.08,0,4,2022
21,32.22,59.19,31.65,22.12,7.04,651.2,GRAM,0.035062,46930.2,3,58.7,0,4,2020
20,27.78,47.81,34.81,18.5,7.86,682.76,GRAM,0.01,17087.7,3,44.82,1,4,2018
23,33.32,51.38,44.64,22.11,7.45,326.37,GRAM,0.021576,8083.16,1,57.18,0,4,2011
7,106.82,61.55,90.59,15.16,6.4,428.81,POTATO,0.01,36678.92,4,67.41,1,1,2021
11,112.02,60.6,40.48,21.88,7.34,563.94,WHEAT,0.01,36231.13,3,54.95,1,0,2023
28,20.71,46.45,56.68,33.19,6.21,871.54,BLACKGRAM,0.057065,8521.55,2,59.24,0,2,2012
25,117.75,68.94,43.18,22.25,5.83,1755.98,RICE,0.01,3018.96,1,73.76,2,2,2010
12,126.11,65.71,47.74,25.31,6.62,510.26,MAIZE,0.072304,22493.36,1,64.96,3,0,2012
10,35.87,42.01,55.24,34.3,6.72,727.91,BLACKGRAM,0.053715,34970.69,3,57.39,0,4,2014
29,149.85,71.55,72.29,22.61,6.7,1328.28,TURMERIC,0.050563,35082.58,4,82.1,1,1,2015
14,109.88,63.81,58.84,21.24,6.62,622.78,COTTON,0.032677,49265.82,2,65.62,3,0,2020
7,10.15,47.0,27.37,33.66,6.84,753.28,MOTHBEANS,0.06596,27489.11,2,36.48,0,0,2014
3,134.59,62.58,58.43,31.67,6.65,623.75,COTTON,0.034248,13501.76,2,58.15,1,0,2012
2,24.14,48.96,55.06,29.57,6.06,697.29,BLACKGRAM,0.140925,3971.39,3,59.17,0,2,2010
11,141.99,84.08,75.23,28.52,6.05,1710.2,BANANA,0.580024,21021.51,1,85.55,1,0,2015
12,27.72,73.14,48.91,21.94,6.53,542.93,SOYABEAN,0.019565,35708.05,3,52.87,0,3,2015
7,131.17,70.37,75.54,20.64,6.66,1057.8,TURMERIC,0.01,32469.84,1,89.98,2,0,2019
7,122.75,59.82,56.59,19.61,5.9,793.74,MAIZE,0.030336,45362.41,4,46.79,2,1,2013
26,23.64,47.99,48.46,24.62,6.97,571.13,LENTIL,0.01,10855.51,2,47.63,0,4,2013
26,26.49,51.85,41.64,20.44,7.89,619.45,GRAM,0.034607,7152.18,4,37.94,1,3,2011
15,134.63,61.44,82.38,26.17,7.05,1751.26,SUGARCANE,0.975176,28147.72,2,73.42,2,2,2011
10,31.61,51.35,59.85,32.92,7.36,561.12,BLACKGRAM,0.041397,14566.38,2,57.26,0,2,2020
18,89.52,55.91,82.19,30.61,6.94,345.44,GRAPES,0.011789,33771.97,1,51.85,4,4,2017
17,127.86,58.59,68.76,30.83,7.32,614.47,COTTON,0.127678,45114.15,2,62.85,3,0,2019
2,140.46,77.42,86.36,24.73,6.97,1464.32,SUGARCANE,0.717876,43459.11,2,84.48,3,2,2012
29,103.36,76.82,96.56,16.73,6.18,917.66,POTATO,0.184399,7746.77,2,71.77,2,0,2018
23,27.4,45.46,42.11,24.79,7.95,594.89,GRAM,0.01,26687.28,1,60.27,1,4,2012
33,135.97,67.65,78.71,20.94,6.39,1607.16,TURMERIC,0.074342,6771.82,4,84.04,0,2,2012
35,35.73,54.95,40.82,26.67,6.22,422.26,BLACKGRAM,0.040555,1175.63,1,52.38,1,3,2010
35,124.13,53.34,57.49,29.68,6.49,1631.17,RICE,0.113333,36951.2,1,79.84,2,2,2017
18,95.78,52.76,53.97,33.28,6.91,374.34,JOWAR,0.01,7051.36,4,40.55,1,0,2010
3,131.33,63.17,53.27,21.96,7.14,997.29,MAIZE,0.051982,1771.41,3,68.65,3,0,2012
9,114.74,50.95,51.23,33.31,7.47,1140.94,COTTON,0.01,9649.87,3,72.3,2,0,2019
26,112.17,68.17,62.16,27.32,7.2,424.0,MAIZE,0.022757,48321.03,1,66.84,2,3,2023
1,19.31,32.95,39.94,38.31,6.97,628.61,MOTHBEANS,0.024356,7121.43,2,61.1,0,0,2023
34,89.05,62.4,55.26,21.44,6.87,632.96,ONION,0.244469,40681.59,1,58.29,2,0,2013
18,36.15,44.6,30.65,22.72,7.83,869.83,LENTIL,0.069838,13195.87,4,63.04,1,4,2018
7,23.34,60.3,57.64,26.27,6.83,1069.0,SOYABEAN,0.036832,33914.13,3,59.38,0,3,2023
14,110.47,62.42,52.7,24.08,6.12,642.49,MAIZE,0.033963,22594.68,4,65.55,0,0,2013
9,30.12,46.78,46.41,26.0,6.39,732.44,LENTIL,0.022448,5320.86,3,47.17,0,3,2023
14,29.03,53.72,48.18,30.01,6.97,763.44,GROUNDNUT,0.01,25295.36,4,53.3,0,4,2011
31,132.39,63.2,48.82,18.04,5.97,734.8,MAIZE,0.01,32144.72,1,46.43,3,0,2019
35,83.49,52.58,51.65,32.17,6.37,379.42,JOWAR,0.01,35323.74,1,54.78,0,0,2018
8,132.89,69.35,50.83,22.62,6.11,1048.48,MAIZE,0.05586,17684.22,4,61.14,1,2,2011
5,23.36,40.73,38.3,22.61,6.46,696.44,GRAM,0.048786,8684.88,3,36.41,2,3,2013
6,16.79,34.87,26.31,30.09,7.42,573.65,MOTHBEANS,0.025531,32139.36,4,64.09,1,0,2010
23,94.02,57.42,72.63,31.88,7.48,491.41,GRAPES,0.01,22103.69,1,46.65,3,4,2021
29,33.64,66.71,58.98,29.25,6.53,752.25,SOYABEAN,0.027895,19962.31,3,60.49,0,4,2016
35,84.5,45.23,48.48,34.16,7.46,705.6,JOWAR,0.016631,5402.88,4,59.03,0,0,2012
3,135.46,77.31,66.58,29.85,6.83,1177.7,TURMERIC,0.02433,23709.81,1,85.66,2,2,2022
26,148.46,82.59,69.46,24.64,6.76,1952.67,BANANA,0.503649,28868.56,3,79.42,3,0,2015
25,103.55,63.03,58.81,21.0,7.94,520.72,COTTON,0.048011,1542.72,4,43.79,1,0,2023
25,129.59,50.62,52.93,22.32,6.83,401.43,COTTON,0.026847,17269.86,2,69.46,2,0,2012
18,89.52,58.03,74.66,28.18,6.92,675.77,GRAPES,0.047784,40978.28,3,72.13,4,3,2019
30,121.44,77.9,60.61,24.34,6.95,1340.82,TURMERIC,0.143177,23883.84,2,85.26,1,2,2022
3,84.49,45.77,41.97,34.85,6.09,723.36,JOWAR,0.01,1255.0,2,32.52,0,0,2011
28,97.56,52.24,56.54,28.43,7.24,319.26,ONION,0.124272,46209.31,2,57.3,1,0,2016
30,28.06,52.29,43.1,27.26,6.9,816.5,BLACKGRAM,0.090894,47033.83,3,78.01,1,3,2020
35,11.61,41.82,27.3,35.76,6.81,696.19,MOTHBEANS,0.042092,26973.26,2,32.83,0,0,2010
1,38.32,45.4,58.18,32.12,7.5,691.41,BLACKGRAM,0.114619,21504.55,1,72.69,0,3,2013
16,134.71,51.75,48.33,25.06,6.02,937.62,RICE,0.055463,21875.91,2,82.59,2,3,2014
20,127.85,65.05,58.32,31.18,6.59,1937.74,RICE,0.121338,6802.07,3,67.62,3,2,2013
18,84.01,54.86,52.03,27.35,6.32,311.59,BAJRA,0.017683,39723.63,4,46.58,1,0,2019
27,21.51,55.93,48.31,25.95,7.24,823.25,LENTIL,0.024247,11285.61,3,59.38,0,2,2017
5,27.48,46.78,39.28,32.33,7.57,723.57,MOTHBEANS,0.050784,27643.72,4,61.23,0,0,2014
34,82.29,49.79,47.9,33.83,7.13,605.49,JOWAR,0.01,36823.77,3,57.68,0,0,2018
7,23.91,63.74,46.13,33.87,6.25,1020.0,GROUNDNUT,0.021779,8786.59,2,52.74,0,4,2017
4,83.69,47.07,49.41,22.84,7.21,381.24,JOWAR,0.018832,11570.49,1,39.42,0,0,2013
12,32.66,70.56,45.37,28.66,6.29,1015.71,SOYABEAN,0.018291,27542.92,3,67.98,0,2,2018
7,28.2,46.02,43.62,21.77,7.11,534.7,LENTIL,0.031212,21182.99,3,58.67,1,3,2019
29,27.64,64.15,57.3,30.44,6.82,771.58,GROUNDNUT,0.019093,48080.18,1,65.39,0,4,2020
2,35.87,58.86,59.27,29.78,7.5,746.29,BLACKGRAM,0.085138,10808.34,4,70.72,0,2,2010
35,112.75,69.94,41.51,12.53,6.37,867.57,WHEAT,0.039726,47307.89,3,56.97,1,1,2021
24,82.35,40.31,45.56,30.96,6.11,490.97,JOWAR,0.024257,8720.49,4,50.94,0,0,2019
14,131.05,84.97,64.97,31.06,6.25,1473.06,BANANA,0.472443,38693.57,3,68.0,4,1,2010
32,24.44,62.3,64.87,27.38,6.85,886.38,GROUNDNUT,0.030683,43589.83,4,64.05,0,1,2015
11,90.11,55.23,76.77,23.03,6.75,400.27,GRAPES,0.031614,41382.43,1,65.5,3,4,2022
30,125.23,69.86,65.76,23.52,6.27,1981.58,TURMERIC,0.296835,13645.24,4,88.33,0,2,2010
15,32.01,40.25,38.83,17.99,6.89,356.56,GRAM,0.013511,10815.75,4,37.68,2,2,2017
33,106.85,50.27,62.04,26.98,6.52,896.57,COTTON,0.161469,21077.33,1,63.0,2,0,2013
15,86.56,52.31,42.76,28.05,6.86,299.56,BAJRA,0.011375,38747.75,1,35.78,0,0,2014
4,32.23,50.64,35.56,15.56,6.23,545.17,GRAM,0.01,28133.94,4,51.89,0,4,2020
