N,P,K,temperature,humidity,ph,rainfall,label,yield
53.7,79.1,40.2,26.6,66.1,6.95,88.2,tomato,21.18
77.7,79.5,79.2,22.0,72.1,5.65,102.2,tomato,31.98
80.6,76.0,40.0,20.7,65.2,5.69,66.6,tomato,31.22
86.9,75.5,77.1,25.9,64.9,5.63,73.2,tomato,40.33
69.1,53.0,60.4,21.5,84.5,5.83,86.9,tomato,28.59
69.1,74.3,45.6,25.0,70.2,5.76,51.2,tomato,24.44
68.8,72.4,68.8,29.4,70.7,6.56,116.5,tomato,24.43
89.8,58.5,49.1,29.9,62.9,6.93,130.9,tomato,37.54
60.4,65.3,70.3,26.9,66.8,5.77,82.8,tomato,27.97
91.8,70.8,67.0,21.2,72.0,6.0,73.5,tomato,21.25
62.8,62.9,42.5,21.2,61.1,6.46,106.8,tomato,26.87
97.9,63.4,67.2,24.4,80.2,6.84,88.3,tomato,31.78
82.6,56.0,40.3,29.5,81.7,5.94,149.8,tomato,28.05
92.6,52.2,58.0,26.0,63.3,6.13,80.9,tomato,33.34
61.6,68.5,46.2,23.1,77.8,6.65,59.5,tomato,39.44
67.0,70.6,69.1,25.2,74.0,6.6,149.9,tomato,32.1
87.2,74.2,78.2,20.3,64.1,6.38,94.9,tomato,30.3
96.6,56.7,68.7,20.4,73.4,5.53,100.4,tomato,31.99
82.5,54.3,40.2,19.4,84.3,6.88,82.5,tomato,24.42
84.5,54.3,42.7,22.8,66.5,5.99,66.3,tomato,32.78
63.5,62.2,59.7,27.6,83.9,5.7,138.4,tomato,33.5
68.7,53.8,40.2,29.8,75.2,6.1,104.4,tomato,20.63
81.2,60.6,71.5,25.9,75.0,6.72,56.8,tomato,32.52
91.0,35.9,48.6,26.2,83.1,5.7,198.9,banana,17.38
92.8,35.8,79.5,27.3,75.6,5.8,156.1,banana,26.54
94.6,48.8,59.3,33.3,84.2,5.93,205.5,banana,32.34
119.5,56.4,47.9,32.7,85.0,6.3,177.1,banana,29.79
101.5,31.5,57.9,34.0,87.8,5.58,232.6,banana,32.4
80.9,46.9,42.2,27.5,85.7,6.87,153.7,banana,31.65
80.8,37.2,68.4,32.3,79.8,6.49,191.8,banana,30.37
83.4,34.7,45.3,34.3,92.8,6.7,117.5,banana,27.48
94.7,38.0,73.2,25.6,86.2,6.98,203.1,banana,17.19
105.7,43.7,66.4,33.7,81.9,6.3,167.9,banana,15.91
85.1,41.8,55.5,27.1,80.1,6.43,146.7,banana,21.74
118.8,43.8,53.1,24.5,70.9,6.09,239.5,banana,30.18
118.7,42.9,51.1,28.7,75.3,6.83,154.2,banana,28.37
116.1,49.3,59.5,25.5,92.5,6.32,142.8,banana,33.33
92.6,46.1,53.6,29.2,76.6,5.7,105.5,banana,19.7
103.0,44.7,55.4,31.8,73.5,5.91,198.4,banana,24.83
115.9,54.7,47.4,25.0,74.2,6.68,237.1,banana,34.52
113.6,46.1,72.9,30.0,73.6,5.62,243.6,banana,24.25
94.3,41.4,77.8,24.7,73.0,6.68,182.4,banana,17.27
89.0,37.8,40.6,26.4,88.5,6.78,234.7,banana,21.92
120.0,53.1,61.5,26.8,78.0,6.27,181.3,banana,14.01
103.0,47.7,48.5,32.4,88.4,5.64,189.2,banana,29.33
88.2,56.3,58.5,25.1,72.6,5.8,142.4,banana,23.81
87.5,59.8,46.5,30.6,93.2,6.75,197.2,banana,29.21
80.4,43.0,43.6,27.9,75.6,6.87,232.0,banana,32.51
86.2,31.5,66.2,31.1,79.2,6.21,173.4,banana,20.27
96.7,48.1,78.2,29.9,88.3,6.71,117.0,banana,27.32
102.9,31.2,76.2,34.5,70.1,5.82,127.0,banana,32.17
87.1,54.4,54.1,29.1,79.7,6.28,172.0,banana,20.27
116.3,45.1,76.7,30.1,89.2,5.94,218.6,banana,20.24
86.4,30.6,77.9,35.0,89.1,5.66,234.8,banana,31.5
100.1,49.9,41.0,29.5,88.3,5.78,166.6,banana,23.09
118.6,55.4,64.9,30.4,85.1,6.32,108.9,banana,30.11
100.5,56.1,66.9,28.0,70.5,5.59,152.8,banana,23.76
87.6,36.9,71.2,32.5,79.6,5.76,116.6,banana,16.39
81.8,40.0,78.5,29.6,90.6,5.69,140.2,banana,34.08
105.9,59.3,62.0,27.4,83.3,5.58,116.9,banana,15.22
106.9,38.9,48.8,31.5,93.0,5.95,148.2,banana,31.88
116.6,38.8,44.8,28.8,77.4,6.83,105.5,banana,27.24
119.1,49.5,78.0,24.8,79.0,5.51,247.2,banana,32.31
80.7,41.0,50.3,33.3,74.0,6.69,183.2,banana,22.73
119.9,48.5,57.6,28.1,92.6,6.73,221.7,banana,27.56
92.0,51.1,56.2,30.6,95.0,6.98,176.9,banana,26.18
119.4,53.4,42.6,27.5,92.4,6.65,211.3,banana,28.03
96.1,54.3,51.8,31.5,88.2,6.77,148.0,banana,30.92
85.5,42.5,42.2,34.4,92.5,5.57,225.7,banana,26.27
115.5,47.3,44.7,24.0,82.4,6.92,185.9,banana,22.13
116.6,39.8,68.2,31.6,76.3,5.6,157.8,banana,20.54
112.8,36.7,61.1,24.4,75.4,6.64,219.0,banana,30.9
102.0,42.7,79.7,31.2,93.4,5.72,167.6,banana,31.39
105.3,45.4,79.7,25.9,93.4,6.1,170.2,banana,25.41
118.5,57.3,78.9,35.0,86.7,6.18,227.6,banana,14.96
99.9,50.2,55.0,28.1,70.8,6.14,161.3,banana,17.66
103.4,39.5,73.2,25.2,84.4,5.74,179.2,banana,25.92
97.1,45.3,47.2,29.1,79.3,6.5,165.2,banana,30.06
89.4,38.2,41.8,29.9,90.8,6.65,165.7,banana,20.47
82.3,42.0,74.3,28.3,72.9,5.9,190.0,banana,17.64
97.5,40.0,49.6,33.1,79.9,6.61,166.1,banana,17.52
100.3,43.7,72.6,34.0,89.7,6.37,181.2,banana,28.31
112.5,55.7,50.7,33.9,91.2,6.14,236.4,banana,17.96
93.9,47.0,54.1,34.4,76.4,5.92,195.2,banana,16.42
95.1,59.3,67.7,24.6,72.3,5.63,242.9,banana,27.71
88.0,56.2,48.1,31.8,89.1,5.94,175.7,banana,19.45
118.6,50.8,73.9,29.9,76.0,6.57,175.1,banana,19.28
105.4,52.1,49.7,33.6,79.5,5.91,129.3,banana,29.54
99.3,36.7,67.4,32.6,78.5,6.92,104.6,banana,17.99
108.1,37.5,62.2,27.5,83.9,6.49,245.9,banana,23.73
103.1,39.5,50.1,34.9,75.2,6.69,122.0,banana,31.95
118.7,50.6,43.6,31.6,85.1,6.01,139.1,banana,26.37
93.1,56.3,50.8,24.8,85.0,5.66,141.5,banana,25.37
88.6,51.1,61.9,33.2,84.5,6.23,139.2,banana,31.77
89.7,55.2,69.6,30.7,71.0,5.69,175.0,banana,28.64
80.7,35.5,63.6,31.6,70.8,5.56,139.2,banana,15.92
84.9,49.4,71.1,34.7,93.7,5.91,104.4,banana,22.33
82.4,40.8,51.9,26.4,87.7,6.49,180.3,banana,30.79
86.0,41.5,66.2,30.4,71.9,6.94,145.8,banana,23.21
117.8,49.9,78.2,26.1,85.5,6.74,176.4,banana,20.94
85.6,42.3,74.9,33.9,94.5,6.83,107.6,banana,32.51
106.1,41.8,72.5,30.3,91.1,5.79,127.7,banana,23.78
107.7,38.9,62.3,24.8,74.3,6.43,145.8,banana,19.92
88.6,48.7,46.7,28.0,87.2,6.27,189.6,banana,20.33
96.6,38.6,76.2,31.2,85.3,6.83,108.8,banana,32.23
94.4,37.7,44.2,34.4,73.5,5.89,203.7,banana,28.96
112.6,45.3,73.9,25.0,71.1,6.46,122.5,banana,25.31
111.2,57.0,73.6,34.5,92.6,6.17,159.8,banana,32.47
118.9,53.0,48.1,34.4,93.7,6.5,228.6,banana,25.33
83.8,55.9,42.2,27.7,73.4,6.22,134.8,banana,32.78
115.9,38.3,41.0,32.5,87.6,6.32,222.3,banana,29.05
118.6,51.6,67.1,28.0,70.1,5.86,214.6,banana,28.14
105.0,35.9,50.5,34.4,80.3,5.87,173.1,banana,23.29
118.5,47.8,63.6,28.0,84.1,5.98,100.2,banana,32.13
99.7,32.5,73.5,25.9,80.3,6.76,168.7,banana,34.87
108.6,59.3,62.0,31.6,79.8,6.63,236.3,banana,27.96
103.5,47.3,52.2,31.8,92.0,6.47,135.0,banana,25.82
117.6,34.7,45.1,28.5,73.1,6.97,163.6,banana,24.86
98.0,59.5,59.5,24.1,76.1,6.97,248.4,banana,17.83
83.1,47.3,45.0,33.0,93.5,5.76,169.4,banana,15.72
82.6,37.9,79.6,24.5,91.5,5.62,179.3,banana,24.78
88.0,35.4,69.9,32.0,87.5,5.54,139.0,banana,30.7
104.1,38.9,50.4,34.4,88.2,5.69,240.7,banana,24.97
55.9,41.8,41.3,32.1,71.3,5.89,191.6,mango,9.01
67.9,38.3,43.2,33.1,77.1,7.1,173.6,mango,7.85
62.2,21.3,53.1,28.5,58.5,6.02,92.5,mango,7.67
63.3,27.7,36.2,35.6,52.8,6.53,128.1,mango,10.64
65.0,49.2,56.1,27.0,57.2,6.19,108.7,mango,10.12
48.9,31.4,50.2,33.6,79.3,5.9,108.9,mango,14.34
63.7,36.2,32.3,36.5,68.8,6.64,130.9,mango,8.88
70.2,35.3,31.0,29.6,77.9,6.25,112.0,mango,10.95
66.7,45.5,33.4,36.9,77.1,6.54,143.7,mango,7.74
48.1,20.7,59.4,27.6,67.8,6.1,105.6,mango,8.13
65.5,48.8,42.9,37.6,70.0,6.71,85.6,mango,6.38
63.0,32.4,54.4,28.3,73.5,6.16,188.1,mango,7.75
67.9,24.9,58.5,33.2,56.9,5.92,188.6,mango,11.22
44.4,47.8,45.6,33.4,61.2,5.62,193.7,mango,14.46
77.8,25.0,34.6,25.0,61.7,5.6,109.2,mango,6.07
73.3,40.6,36.0,34.7,57.5,7.02,135.1,mango,8.94
73.1,48.2,50.0,37.5,78.0,5.89,159.7,mango,7.8
46.3,49.2,51.8,27.7,61.1,6.34,162.1,mango,13.76
58.9,37.8,41.8,31.1,53.2,5.84,110.2,mango,14.76
50.0,42.3,58.5,30.4,50.3,6.88,112.3,mango,11.47
40.1,30.3,51.1,29.5,56.6,6.43,162.9,mango,6.55
66.7,31.1,59.1,36.5,59.5,5.56,96.2,mango,6.81
76.7,46.1,39.2,30.0,51.1,6.59,59.5,mango,15.07
48.6,41.0,47.0,35.2,64.3,5.88,146.0,mango,5.32
48.5,40.5,54.8,25.5,62.0,6.97,74.6,mango,10.9
54.2,45.0,45.3,32.8,54.2,5.55,57.6,mango,13.95
72.3,26.0,45.8,35.1,70.2,5.73,184.3,mango,6.51
76.0,34.5,41.2,31.8,79.4,5.74,163.5,mango,7.66
56.9,36.5,36.2,29.7,69.1,6.65,158.5,mango,13.28
56.9,34.9,47.0,25.5,59.4,5.84,107.9,mango,15.61
57.2,37.0,50.1,30.1,63.4,6.9,59.1,mango,10.09
70.3,49.5,53.9,31.1,55.1,6.68,175.1,mango,14.96
47.6,41.4,56.4,33.5,70.6,6.5,145.5,mango,7.44
73.1,48.3,55.7,28.7,52.8,6.06,176.4,mango,11.11
53.7,36.5,53.7,27.3,78.9,6.68,51.2,mango,5.2
65.8,42.9,53.5,29.9,74.0,7.38,75.8,mango,12.05
52.9,32.4,55.9,24.3,63.0,6.86,66.6,mango,12.35
43.6,24.6,59.2,26.8,52.4,7.4,183.9,mango,11.84
76.8,39.7,49.8,35.8,69.6,6.51,108.5,mango,10.16
54.4,33.4,54.1,29.8,50.8,6.07,84.8,mango,13.5
51.2,44.3,30.6,26.4,74.8,6.6,166.0,mango,13.29
42.5,44.0,51.3,26.9,78.0,6.31,183.1,mango,10.84
46.4,47.4,46.7,24.1,50.5,7.06,74.3,mango,10.69
51.2,37.1,37.2,37.2,75.8,6.08,129.3,mango,9.36
55.8,36.9,57.9,26.3,66.5,5.71,142.6,mango,8.92
56.6,24.1,55.0,35.5,70.8,7.0,89.7,mango,11.54
47.9,48.0,52.2,27.2,53.3,7.4,66.8,mango,8.15
40.3,29.4,59.2,28.8,65.1,6.99,132.7,mango,12.91
64.3,39.5,54.0,33.9,73.8,5.79,151.7,mango,11.99
75.0,29.1,37.3,36.1,57.4,6.33,105.2,mango,14.42
67.8,43.8,48.8,37.2,74.1,6.3,192.6,mango,10.01
50.4,38.7,34.7,32.2,60.8,6.57,50.3,mango,12.5
45.6,33.1,44.6,32.9,65.7,5.59,180.7,mango,10.23
70.9,39.8,49.5,30.0,62.3,6.57,57.6,mango,7.42
66.5,32.6,36.7,34.4,57.8,5.82,73.2,mango,12.35
42.8,23.5,49.0,32.0,70.6,5.86,159.0,mango,14.21
47.8,40.4,40.3,24.7,59.1,7.31,111.7,mango,13.62
60.7,20.2,49.1,25.5,64.4,6.02,108.9,mango,10.28
51.4,49.7,31.7,28.5,59.6,6.26,152.7,mango,8.21
65.8,29.7,58.5,37.7,53.6,6.19,81.2,mango,6.61
62.6,32.8,38.2,27.9,79.8,7.35,61.4,mango,11.3
67.6,37.9,56.7,24.9,60.5,7.47,77.3,mango,6.55
71.1,40.2,53.3,33.7,54.1,6.72,166.5,mango,13.01
45.1,43.4,37.7,24.4,74.8,6.51,99.0,mango,4.94
71.7,34.7,34.5,29.0,55.0,5.73,91.4,mango,10.99
53.7,34.3,42.6,25.8,51.2,5.57,102.5,mango,12.21
71.5,41.5,30.1,24.4,55.9,5.61,129.7,mango,5.86
59.7,41.8,52.5,31.1,77.8,7.48,103.9,mango,6.04
48.9,35.9,41.4,30.7,72.9,6.05,130.6,mango,8.5
65.6,20.3,49.8,26.4,71.7,6.63,110.2,mango,11.51
71.1,36.4,51.7,29.8,73.7,7.16,70.6,mango,7.48
46.6,31.8,35.8,32.3,53.0,6.04,149.8,mango,8.74
71.9,49.5,47.0,25.1,53.1,7.44,151.9,mango,12.04
47.2,33.5,53.9,36.1,57.1,6.69,73.6,mango,14.6
69.1,26.9,48.5,33.2,59.9,7.14,182.8,mango,13.85
69.8,36.8,47.8,30.7,68.0,5.77,111.3,mango,6.69
45.1,26.4,53.5,31.7,50.7,7.08,186.4,mango,14.39
79.7,37.6,58.9,37.3,59.4,7.23,168.9,mango,12.57
55.4,32.0,49.2,34.3,76.4,7.25,158.2,mango,14.48
78.0,21.9,46.7,25.3,67.0,6.28,62.2,mango,12.23
47.0,40.8,35.4,25.9,54.4,6.7,166.8,mango,11.41
63.7,43.9,59.3,29.5,54.5,5.77,139.6,mango,10.34
75.3,48.7,37.6,26.9,56.4,6.27,178.0,mango,11.28
58.9,22.7,42.2,29.6,69.5,6.6,181.2,mango,5.04
40.9,29.1,56.4,33.7,55.2,6.48,158.3,mango,14.31
41.0,35.0,34.6,24.7,68.0,7.05,55.4,mango,13.53
70.1,27.3,41.8,25.7,57.2,6.11,97.9,mango,6.6
76.1,43.5,40.3,37.3,57.2,6.31,172.0,mango,8.73
54.7,35.0,48.6,29.7,62.9,6.03,130.3,mango,6.93
69.9,32.3,52.4,24.1,60.3,6.38,120.5,mango,13.19
55.2,30.5,48.3,27.9,54.2,7.42,171.4,mango,14.25
40.7,33.1,58.0,25.9,53.5,5.64,164.8,mango,12.43
42.1,41.7,43.5,26.2,58.9,6.5,99.4,mango,14.31
54.9,40.2,49.5,24.0,68.6,5.99,106.3,mango,11.71
54.7,25.0,45.2,28.5,77.4,6.57,179.9,mango,9.45
42.3,28.9,32.3,24.4,77.6,6.93,143.8,mango,10.8
65.5,44.8,47.9,34.5,58.4,7.45,54.8,mango,8.83
47.2,24.2,41.0,30.0,78.0,7.17,119.6,mango,14.55
74.9,27.4,44.7,24.4,50.3,6.91,67.7,mango,10.71
41.3,33.5,50.5,36.5,59.0,7.45,176.7,mango,11.37
34.2,54.5,39.1,29.9,77.3,6.23,122.3,grapes,12.79
36.5,30.7,32.4,20.0,77.5,6.1,138.8,grapes,11.08
38.0,46.8,40.8,15.7,53.3,5.71,86.5,grapes,13.24
21.3,37.9,42.3,29.9,61.8,5.63,108.1,grapes,19.4
36.7,57.8,49.1,29.9,51.0,6.75,135.7,grapes,17.86
35.8,35.9,48.1,20.4,67.9,6.51,84.7,grapes,8.59
33.3,50.3,52.2,16.9,74.6,6.53,53.1,grapes,11.12
27.2,33.5,36.2,15.4,52.8,5.9,132.0,grapes,12.3
33.2,46.2,33.9,18.3,56.7,6.4,96.2,grapes,10.4
39.4,39.4,45.6,22.2,71.5,6.6,122.9,grapes,8.69
36.2,41.4,59.5,20.5,64.9,6.21,93.4,grapes,17.83
31.4,48.6,55.5,24.1,78.8,6.81,84.9,grapes,18.69
25.1,48.3,38.5,24.7,52.8,6.6,92.0,grapes,14.04
33.9,44.9,48.8,19.7,54.4,6.15,144.4,grapes,7.67
21.0,51.5,37.2,21.8,61.0,5.67,84.6,grapes,10.2
39.4,44.1,57.4,21.9,53.2,5.85,90.8,grapes,10.85
33.6,47.3,44.7,21.0,68.4,5.69,66.3,grapes,9.41
33.5,30.7,34.8,28.5,79.9,6.23,99.5,grapes,16.38
28.5,33.0,42.0,29.8,72.6,6.98,124.6,grapes,14.17
33.2,43.9,38.8,22.8,57.8,6.23,64.6,grapes,14.44
25.9,45.0,34.9,29.4,63.4,6.03,52.9,grapes,17.65
28.3,37.4,52.4,29.2,61.4,5.7,60.9,grapes,4.24
39.6,59.8,53.5,17.4,79.3,5.99,83.4,grapes,15.03
36.5,59.9,53.3,26.7,61.7,5.6,129.3,grapes,14.1
22.3,39.2,40.8,25.2,73.6,6.94,79.5,grapes,12.44
27.5,47.8,44.1,20.5,68.7,6.74,74.2,grapes,9.72
35.6,54.8,36.3,23.1,77.0,6.09,93.0,grapes,20.09
34.1,55.5,34.5,25.7,64.1,6.78,140.7,grapes,17.54
35.1,57.6,48.6,24.0,51.4,6.78,54.6,grapes,10.38
39.0,59.8,44.3,17.7,64.6,5.65,137.3,grapes,13.09
21.6,42.2,56.0,25.6,52.5,5.74,89.2,grapes,6.22
33.0,32.8,53.6,20.5,57.3,6.35,51.3,grapes,10.64
38.6,40.3,49.3,18.4,66.8,5.88,107.1,grapes,7.01
37.7,40.1,53.3,16.4,72.2,5.92,63.6,grapes,15.8
30.6,45.6,31.8,15.8,68.0,6.44,54.7,grapes,10.06
33.1,54.8,42.6,23.2,67.4,5.97,55.4,grapes,5.51
24.0,48.9,47.3,21.0,75.0,6.55,52.3,grapes,16.57
26.9,51.8,50.6,19.7,79.5,6.47,110.6,grapes,5.74
28.9,48.9,45.4,26.4,57.9,6.55,131.7,grapes,16.63
37.8,32.5,50.9,29.5,67.2,5.83,149.9,grapes,8.87
23.4,43.9,42.6,22.4,77.8,6.22,101.5,grapes,17.92
24.8,30.4,48.9,27.7,66.6,5.82,124.1,grapes,15.83
37.3,53.5,50.0,25.0,69.9,6.29,96.4,grapes,14.17
29.8,33.8,51.1,24.7,60.3,6.03,74.7,grapes,18.62
31.2,42.0,52.1,22.9,79.3,5.58,53.4,grapes,14.39
32.1,53.4,34.1,21.6,70.7,6.75,99.6,grapes,7.02
29.1,53.2,46.7,19.2,72.6,6.28,67.8,grapes,12.87
34.1,39.0,51.3,19.2,66.3,6.29,74.7,grapes,10.57
25.0,54.0,50.0,23.0,54.1,5.81,67.9,grapes,14.38
37.5,30.8,38.2,17.4,79.3,5.85,70.1,grapes,14.79
24.5,50.1,32.9,15.3,52.5,6.05,147.5,grapes,13.24
26.4,51.6,59.0,20.4,80.0,6.46,124.9,grapes,8.73
30.2,58.7,57.1,21.0,78.4,6.83,109.0,grapes,6.1
21.5,33.2,59.3,18.2,70.7,6.45,113.1,grapes,8.67
32.5,47.1,35.6,25.8,52.2,6.39,93.6,grapes,9.54
23.5,58.0,56.5,20.4,59.2,5.71,141.6,grapes,14.32
30.2,32.6,47.2,22.6,52.5,6.72,76.2,grapes,13.26
39.2,44.8,57.5,20.3,75.7,5.85,120.7,grapes,7.96
39.1,43.3,45.7,24.0,58.3,6.51,119.9,grapes,12.52
38.4,33.5,48.9,16.5,54.4,5.53,86.3,grapes,14.43
33.5,50.3,34.2,15.9,68.8,6.48,105.7,grapes,9.0
21.5,49.0,33.6,24.8,62.5,6.58,55.2,grapes,13.06
33.6,33.6,32.2,25.7,51.9,5.84,132.5,grapes,18.1
26.5,45.8,53.2,17.1,71.7,5.65,141.3,grapes,16.05
29.7,35.4,40.4,25.9,66.2,6.29,69.5,grapes,15.55
23.7,58.3,45.2,22.9,79.4,6.05,144.3,grapes,15.52
24.7,31.6,43.1,15.2,52.1,6.39,122.4,grapes,8.01
39.0,52.3,53.5,25.5,56.7,6.04,144.9,grapes,14.48
39.4,36.9,39.7,24.7,50.7,6.36,130.9,grapes,14.5
34.5,34.4,56.8,16.5,75.9,6.25,92.9,grapes,11.64
29.2,55.5,54.0,17.4,70.2,6.79,132.0,grapes,10.8
38.6,41.9,40.8,26.4,57.9,6.75,57.6,grapes,17.09
39.9,57.7,56.1,19.2,79.0,6.89,103.4,grapes,12.59
31.8,51.0,42.1,21.1,67.2,5.54,145.8,grapes,9.55
20.1,55.7,55.9,16.4,54.6,6.17,68.6,grapes,16.53
31.0,41.5,43.9,21.4,54.6,5.83,56.5,grapes,7.31
25.6,39.2,33.8,26.3,77.7,6.68,111.3,grapes,17.48
37.2,54.0,30.1,22.3,57.9,5.63,134.6,grapes,6.51
39.8,44.5,41.1,24.1,74.1,5.86,75.1,grapes,13.89
26.0,41.3,59.8,17.6,52.3,6.38,52.4,grapes,5.58
33.2,45.3,41.5,23.6,69.3,6.71,129.3,grapes,14.8
36.8,34.0,58.7,28.4,59.6,5.53,110.4,grapes,10.06
21.5,37.3,56.5,15.6,72.1,5.94,95.3,grapes,12.97
33.0,50.8,32.6,20.6,72.3,6.58,104.5,grapes,17.52
22.4,49.7,50.8,27.2,55.4,6.28,116.1,grapes,8.45
32.8,36.4,41.3,18.2,77.1,5.86,62.1,grapes,5.34
23.8,48.2,30.5,19.3,51.7,6.11,54.9,grapes,13.84
34.6,36.7,56.1,25.4,51.7,6.16,126.8,grapes,9.62
32.6,31.7,59.0,17.6,50.8,5.51,90.0,grapes,19.46
38.2,46.0,43.5,20.8,51.4,6.86,99.6,grapes,11.91
35.9,36.7,51.3,25.7,75.5,5.51,67.0,grapes,12.65
39.3,47.8,36.4,17.8,69.2,5.82,105.3,grapes,17.68
27.6,31.1,37.6,25.5,60.8,5.74,60.6,grapes,6.97
32.3,45.6,45.0,17.3,65.0,5.59,142.6,grapes,6.27
20.0,53.6,35.0,28.9,51.3,6.73,115.7,grapes,7.62
27.2,54.9,55.9,17.6,60.6,5.86,62.3,grapes,15.25
24.5,56.0,52.4,26.6,51.2,6.87,107.5,grapes,12.66
38.0,46.3,54.8,24.8,73.9,6.54,142.1,grapes,7.54
34.3,45.0,48.0,25.6,66.4,6.68,81.9,grapes,18.91
32.7,56.7,37.6,19.9,59.2,6.35,91.3,grapes,6.39
68.2,46.0,47.8,24.5,61.9,6.97,116.5,watermelon,16.22
80.3,32.3,50.4,30.0,64.1,6.88,79.1,watermelon,19.54
90.7,51.2,57.1,26.8,75.7,6.57,80.9,watermelon,16.16
69.6,49.0,46.5,24.1,79.9,6.81,98.6,watermelon,24.8
89.8,34.0,43.4,28.0,69.2,6.45,64.3,watermelon,29.68
60.4,41.2,48.6,26.2,70.7,6.72,59.4,watermelon,28.87
85.7,33.3,51.3,34.1,62.1,6.13,78.1,watermelon,16.32
83.9,48.2,58.8,34.0,76.3,6.34,83.5,watermelon,20.15
74.8,34.2,40.7,29.4,66.2,6.17,87.3,watermelon,20.8
88.4,36.1,31.1,27.6,63.1,6.4,147.9,watermelon,16.49
89.0,45.3,31.3,25.9,78.7,6.1,113.5,watermelon,27.03
89.0,35.1,38.5,27.7,79.9,6.21,62.9,watermelon,29.32
95.2,49.5,47.3,33.0,74.5,6.11,149.9,watermelon,29.39
84.9,45.7,46.1,24.2,70.0,6.62,115.9,watermelon,18.71
85.5,42.8,58.9,32.5,60.0,6.02,119.0,watermelon,20.2
66.9,30.4,41.6,32.8,79.4,6.88,98.4,watermelon,26.93
82.9,57.7,41.9,35.5,64.4,6.11,102.5,watermelon,29.03
92.0,35.1,52.4,30.7,63.5,6.72,121.4,watermelon,21.96
65.3,58.7,49.7,33.7,73.9,6.83,66.2,watermelon,22.8
64.1,34.5,49.0,34.4,73.2,6.04,147.0,watermelon,15.61
99.0,53.1,58.1,33.7,73.0,6.28,82.7,watermelon,27.86
74.4,41.2,38.9,27.9,77.2,6.01,93.6,watermelon,29.5
78.0,39.4,32.2,26.7,61.8,6.13,66.4,watermelon,19.59
98.0,33.7,41.5,34.6,62.1,6.48,134.5,watermelon,24.16
89.4,50.4,40.9,24.6,60.2,6.83,82.2,watermelon,16.78
96.8,30.3,31.7,29.0,73.5,6.48,139.8,watermelon,17.04
74.1,40.2,44.6,33.5,66.4,6.74,64.6,watermelon,23.41
81.6,33.2,58.6,34.9,76.5,6.89,64.7,watermelon,23.15
95.5,35.7,36.6,32.2,61.8,6.73,76.8,watermelon,23.31
84.4,36.4,31.5,24.5,61.8,6.58,84.8,watermelon,19.95
97.9,33.6,39.1,29.7,60.0,6.92,59.9,watermelon,25.17
92.4,49.5,53.1,29.1,69.8,6.7,106.8,watermelon,21.07
70.3,40.8,30.3,29.0,60.1,6.57,120.4,watermelon,22.7
60.0,31.8,51.0,33.6,74.4,6.66,120.7,watermelon,24.72
89.5,32.2,31.9,28.3,70.6,6.76,83.5,watermelon,19.26
70.0,54.6,35.3,28.3,68.0,6.3,50.3,watermelon,17.35
72.5,53.6,31.4,28.7,60.8,6.93,129.0,watermelon,29.87
72.6,50.7,39.2,34.7,68.2,6.38,141.4,watermelon,27.15
62.7,37.3,39.0,29.1,69.5,6.29,129.0,watermelon,17.79
94.1,48.1,40.6,26.3,62.7,6.74,96.9,watermelon,17.3
86.9,55.3,43.1,35.5,64.0,6.19,139.0,watermelon,27.49
65.0,39.2,52.6,34.2,67.0,6.06,116.6,watermelon,26.48
83.3,59.6,37.3,30.9,72.2,6.55,136.9,watermelon,24.19
64.9,51.1,34.0,24.3,69.8,6.57,149.9,watermelon,26.83
73.9,45.3,59.2,29.0,76.1,6.53,72.4,watermelon,24.74
60.1,37.1,35.8,28.5,77.8,6.39,134.5,watermelon,23.39
67.5,57.9,48.1,35.2,66.2,6.72,127.2,watermelon,29.86
98.1,41.7,55.1,30.5,71.3,6.36,132.8,watermelon,18.42
82.4,52.3,44.1,32.2,69.7,6.66,117.4,watermelon,26.41
81.6,35.8,50.4,24.9,64.4,6.79,93.5,watermelon,23.51
69.4,30.6,33.3,26.9,74.5,6.78,106.5,watermelon,18.92
60.6,50.5,48.4,24.3,76.3,6.76,80.8,watermelon,26.49
65.7,35.8,50.5,35.2,71.5,6.57,114.7,watermelon,22.56
75.9,57.0,54.1,35.1,63.1,6.51,108.5,watermelon,17.43
85.9,38.0,45.2,24.3,62.6,6.52,81.0,watermelon,30.3
63.3,30.5,51.8,26.1,63.8,6.42,76.4,watermelon,24.5
64.5,53.5,42.8,31.3,60.1,6.63,78.3,watermelon,22.11
99.9,36.9,57.4,35.0,68.4,6.3,88.1,watermelon,28.98
81.8,31.1,55.4,25.0,60.9,6.27,97.6,watermelon,28.31
67.9,41.2,53.4,30.3,63.5,6.4,112.6,watermelon,29.94
60.6,51.2,37.5,34.3,67.7,6.2,96.8,watermelon,17.88
82.9,53.0,55.0,28.8,61.3,6.48,93.4,watermelon,18.1
99.0,31.6,53.9,31.7,65.2,6.64,62.9,watermelon,14.28
85.5,37.6,43.5,35.4,68.8,6.9,136.9,watermelon,20.59
86.4,53.1,41.0,24.6,63.4,6.62,127.5,watermelon,25.27
63.4,30.5,53.5,30.6,75.7,6.16,90.7,watermelon,28.39
62.5,49.6,47.8,35.4,78.1,6.75,51.9,watermelon,21.95
77.3,58.9,49.6,25.3,70.2,6.7,56.5,watermelon,19.88
